Input.Video,Answer.1start,Answer.1end,Answer.1action,Answer.1justification,Answer.2start,Answer.2end,Answer.2action,Answer.2justification,Answer.3start,Answer.3end,Answer.3action,Answer.3justification,Answer.4start,Answer.4end,Answer.4action,Answer.4justification,Answer.5start,Answer.5end,Answer.5action,Answer.5justification,Answer.6start,Answer.6end,Answer.6action,Answer.6justification,Answer.7start,Answer.7end,Answer.7action,Answer.7justification,Answer.8start,Answer.8end,Answer.8action,Answer.8justification,Answer.9start,Answer.9end,Answer.9action,Answer.9justification,Answer.10start,Answer.10end,Answer.10action,Answer.10justification,Answer.11start,Answer.11end,Answer.11action,Answer.11justification,Answer.12start,Answer.12end,Answer.12action,Answer.12justification,Answer.13start,Answer.13end,Answer.13action,Answer.13justification,Answer.14start,Answer.14end,Answer.14action,Answer.14justification,Answer.15start,Answer.15end,Answer.15action,Answer.15justification
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-a910b972.mov,0,7,The car slowly pulls into the intersection and turns left,because the intersection is now clear.,7,20,The car is driving at normal speed,because the road is empty.,20,40,The car is stopping,since the light turns red and pedestrians are crossing in front of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-aefcb8d2.mov,0,14,The car slows down and stops at a crosswalk,because the light is red and pedestrians are crossing.,15,33,The car accelerates and drives down the street,as the light has turned green and the road is clear.,34,40,The car brakes as it approaches an intersection,as there is a stop sign ahead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-b8d0530c.mov,0,9,The car is standing still,because it is parked on the side.,9,21,The car pulls onto the road and accelerates,as there is no traffic.,21,28,The car is stopping,as it approaches a stop sign and allows pedestrians to cross.,28,40,The car is driving,since everyone has finished crossing the street.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-cc34bc77.mov,0,6,The car is driving forward slowly,because the car in front of it is stopped as it waits to make a right hand turn.,7,7,The car is stopped,because the car in front of it is stopped.,8,15,The car is turning right,to enter another road while the light is green.,16,20,The car is driving forward,because there are no cars impeding its speed.,21,24,The car is slowing to a near stop,because the vehicle in front of it has stopped.,25,28,The car drives forward slowly and steers to the right,to attempt to drive between parked vehicles to its right and the stopped vehicle in front of it.,29,31,The car is driving forward,because there are no other vehicles in its lane of traffic.,32,34,The car steers to the right and stops,to park next to the curb.,35,38,The car is stopped,because it is parked.,39,40,The car is accelerating and turning left,so that it may enter the road in a gap in traffic.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-d84c2794.mov,0,6,The car is stopped,because traffic in front of it is stopped.,7,13,The car is accelerating,as traffic in front of it accelerates.,14,20,The car drives forward,because traffic in front of it is moving freely.,21,24,The car is slowing,as traffic in front of it slows for a car making a left turn.,25,29,The car is driving forward slowly,as traffic in front of it moves slowly.,30,37,The car is driving forward,while traffic in front of it is not impeding it.,38,40,The car is slowing to a stop,for the red light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-fa380a2a.mov,0,7,The car is stopped,because traffic in front of it is stopped.,8,9,The car drives forward,as the car in front of it moves forward.,10,12,The car steers to the left and back,to maneuver around the car in front of it that is making a right hand turn.,13,20,The car is driving forward,because there are no cars in front of it.,21,22,The car is stopping,for the stop sign.,23,32,The car is driving forward,because there is no traffic in its lane.,33,34,The car is slowing to a near stop,as it approaches a stop sign.,35,40,The car is making a left hand turn,so that it may enter another road.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab44e9a-c1cdae82.mov,0,7,The car is stopped in its lane,because the there is traffic stopped in front of it and a pedestrian is crossing the street.,8,17,The car is accelerating down the street,because the pedestrian has moved and the traffic has resumed movement.,18,20,The car is slowing to a stop,because the yellow light has turned red.,21,40,The car is sitting still at the busy intersection,because the light has remained red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab5e3f4-f18c2028.mov,0,8,The car is driving down a road,as the lane ahead is clear.,9,17,The car merges two lanes left as it enters a highway,because the lane is clear.,18,21,The car brakes,because a truck is merging in front of it.,22,40,The car proceeds down the road,as traffic ahead is moving normally.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0aba7df1-d4880e87.mov,0,18,The car is driving down a road,because the lane ahead is clear.,19,21,The car brakes abruptly,as the car in front of it stops unexpectedly.,22,40,The car accelerates and drives down the road,as traffic is moving and the lane ahead is clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0abf21f6-6a81c140.mov,0,20,The car is at a complete stop,Because it is waiting at an intersection where the traffic light is red with a car stopped in front of it also.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0abf21f6-e0708227.mov,0,7,The car is accelerating slowly and turning right,Because the traffic light at the intersection it was waiting at just turned green and it is making a right turn onto a different street.,8,14,The car is accelerating slowly,Because it has come out of the right turn and is now driving straight with no cars ahead of it but there is a stop sign just down the street.,15,20,The car is slowing down to a complete stop,Because it is approaching an intersection with a stop sign.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0abf21f6-eaacbb29.mov,0,20,The car is driving forward,because the light was green and traffic is moving at a normal rate of speed.,21,24,The car is stopping,due to the traffic light turning red.,25,38,The car is stopped,for the red light.,39,40,The car steers to the right and moves slightly forward,to make room for a car merging into its lane at the stop light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac2cd53-8287aaa9.mov,0,9,The car is not moving,because it is parked on the side of the road.,10,15,The car pulls out onto the street,because the road is clear.,15,19,The car is driving down the street,as the lane is clear.,20,23,The car brakes and comes to stop,because the light ahead turns red.,23,40,The car is stopped at a crosswalk,as the light is red and pedestrians are crossing the street.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac3cbf4-07c64adc.mov,0,3,The car moves slightly to the right,while driving into the crosswalk of a cross street,4,7,The car moves back to the left,as it leaves the cross street,8,8,The car is stopping,since it is now in the main road,9,16,The car begins to back up,as it moves backward into the cross street,17,21,The car moves forward again,while turning left onto the main road,22,24,The car slows,because there is a stop sign,25,29,The car runs the stop sign,as it turns right onto another road,30,35,The car moves forward,while driving in both lanes of the road,36,38,The car drifts slightly to the right,as it begins to go into one lane,39,40,The car turns to the right,because the road curves,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac3cbf4-0bca0444.mov,0,20,The car is at a complete stop,Because the traffic light is red at the intersection it is waiting at.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac3cbf4-1071bad2.mov,0,1,The car moves forward,as it nears a corner,2,5,The car turns to the right,as it goes around a corner,6,7,The car straightens out again,while it follows the road,8,12,The car turns to the left,as it goes around a corner,13,14,The car briefly goes straight,while it approaches a curved part of the road,15,16,The car goes slightly to the right,as it enters a parking lot,17,19,The car turns to the left just a little,as it approaches a fork in the lot,20,21,The car turns directly to the left,while approaching a stop sign,22,24,The car stops,because it's at a stop sign,25,29,The car begins to back up,while turning so it faces the other direction in the lot,30,32,as it turns to the right,The car starts moving forward again,33,34,The car straightens the direction it is driving,as it approaches another way out of the lot,35,37,since there is another exit to leave the lot,The car turns sharply to the left,38,40,The car drives straight ahead again,as it continues down the road,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac3cbf4-2bbc1544.mov,0,8,The car is accelerating,as traffic in front of it accelerates.,9,11,The car swerves to the left and back,as it attempts to merge into the other lane.,12,13,The car swerves to the left and back,as it tries to find a gap in traffic to merge into the left lane.,14,17,The car merges into the left lane,to get around the slower car in front of it while there is a gap in traffic.,18,19,The car is driving forward,because there are no nearby cars in its lane.,20,23,The car is slowing to a stop,because traffic in front of it is stopped for a red light.,24,39,The car is stopped,while the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac3cbf4-73c76d25.mov,0,2,The car isn't moving,because the traffic light ahead is red.,3,12,The car accelerates and turns left,because the light turns green.,13,21,The car is driving down the street,since the lane is clear.,22,28,The car slows to a stop,because the light ahead is red.,29,40,The car is stopped at an intersection,as the traffic light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac3cbf4-a764f88c.mov,0,20,The car is not moving.,because the car in front of it is stopped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac3cbf4-ce89456d.mov,0,7,The car is stopped,because it is parked.,8,13,The car drives forward slowly,so that it may reenter the road and merge with traffic.,14,16,The car acceleerates and steers to the left,to get around an obstacle to its right while there is a gap in traffic in the lane to its left.,17,20,The car drives forward,because there are no impediments in its lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac6f942-2641cf47.mov,0,17,The car is driving down the street,because traffic is moving and the lane ahead is clear.,18,21,The car brakes and comes to a complete stop,because the car in front of it has stopped.,22,40,The car is not moving,since the car ahead of it is stopped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac90ac0-37cbb7cc.mov,0,18,The car is moving along at a good pace in the middle lane of a dark road,because there is traffic that is moving steadily.,20,22,The car is slowing down briefly,as traffic slows down just a bit.,23,27,The car is continuing along a slower pace,because traffic is becoming heavier.,28,29,The car is braking sharply,because the car in front has come almost to a stop.,30,40,The car is accelerating forward a little more slowly,because traffic keeps starting and stopping in front of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac90ac0-90a8364d.mov,0,16,The car is driving forward slowly,because it is looking for a parking spot and the light is green.,17,19,The car accelerates,to get through the intersection.,20,22,The car steers to the left and slows to a stop,to prepare to park on the left side of the road.,23,40,The car is stopped,because it is parked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ac90ac0-c74d62d6.mov,0,19,The car is driving forward,because the lights are green and there are no cars in front of it.,20,21,The car slows,so that it can turn left.,22,27,The car is turning left,so that it may enter another road.,28,35,The car is driving forward,because no cars are near it in its lane of traffic.,36,40,The car is slowing to a stop,as it approaches vehicles stopped at a red light ahead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0acc0c71-c476dd2a.mov,0,15,The car is accelerating,Because there is no traffic ahead of it.,16,24,The car is slowing down to a rolling stop,Because it is approaching an intersection with a stop sign.,25,40,The car continues accelerating,Because it has left the intersection with the stop sign and is continuing forward with no traffic ahead of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0acc0c71-fb703219.mov,0,4,The car is accelerating,Because traffic ahead of it is moving normally.,5,10,The car drifts slightly to the left and back to the right,Because there is a box truck making a right turn onto a street ahead of it but it is sticking out into the lane and partially blocking it so it has to go around it into the opposing traffic's lane.,11,15,The car continues accelerating,Because it has gone around the box truck that was blocking the lane and is now back in its own lane with traffic moving normally.,16,20,The car is drifting left into the opposing traffic's lane,Because it is approaching a utility truck stopped in the road with cones behind it blocking the lane so it has to go around it by driving in the opposing traffic's lane.,21,25,The car drifts back to the right,To get back into its own lane and the correct side of the street after it passed up the utility truck.,26,36,The car continues accelerating,Because it is back in its lane going straight with the traffic light up ahead green and no traffic ahead of it.,37,40,The car drifts slightly to the left and back to the right,Because there is another large truck parked on the side of the street and partially blocking the lane so it has to go around the truck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0accdaac-8ac51d5c.mov,0,20,The car is driving slowly down the road,as there is a slow moving truck in front of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0accdaac-c56e44be.mov,0,20,The car is sitting still in the left turn lane,because the left turn arrow is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ad051b9-9a51e0bf.mov,0,20,The car is at a complete stop,Because it is parked on the right side of the street.,21,22,Driver removes camera,Driver removes camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0adb9657-ca71bf46.mov,0,15,The car is driving forward,because its lane has no nearby traffic.,16,19,The car is merging into the lane to its left,because that lane has no traffic.,20,24,The car slows and merges into the right lane,so that it may take the exit ramp to its right.,25,35,The car is driving forward slowly,as it follows a tight curve in the road.,36,40,The car is accelerating,as it prepares to merge with traffic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ae18b49-b34d0abc.mov,0,13,The car is driving slowly down the street,as there is slow moving traffic ahead.,14,17,The car comes to a stop,because the car ahead of it is stopped.,18,20,The car is not moving,because the traffic ahead is stopped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ae18b49-e911c6b6.mov,0,11,The car is driving down the street,as traffic ahead is moving and the lane is clear.,12,15,The car brakes,as the vehicle ahead has slowed,15,18,The car accelerates,as traffic begins to move forward.,19,27,The car slows and comes to a stop,as the car ahead is now stopped.,27,40,The car is not moving,because traffic ahead is stationary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ae18b49-f8489d1a.mov,0,11,The car is driving forward,because the light is green and traffic is moving.,12,20,The vehicle slows,as traffic slows due to the left lane merging into the vehicle's lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ae65b30-09274ba7.mov,0,40,The car drives steadily down the road,as the lane ahead is clear and traffic is moving smoothly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
